MarketPriceKey,DateKey,AssetKey,ClosePrice
344,20250604,12,201.1999969482422
345,20250604,13,557.7999877929688
346,20250605,1,9.262999534606934
347,20250605,2,48.439998626708984
348,20250605,3,77.4800033569336
349,20250605,4,20.010000228881836
350,20250605,5,658.4000244140625
351,20250605,6,56.935001373291016
352,20250605,7,1882.0
353,20250605,8,88688.3984375
354,20250605,9,2109.717041015625
355,20250605,10,126.20392608642578
356,20250605,11,100.11499786376953
357,20250605,12,201.64999389648438
358,20250605,13,558.1599731445312
359,20250606,1,9.291000366210938
360,20250606,2,48.095001220703125
361,20250606,3,77.33999633789062
362,20250606,4,20.100000381469727
363,20250606,5,667.7000122070312
364,20250606,6,56.82500076293945
365,20250606,7,1788.0
366,20250606,8,91566.515625
367,20250606,9,2172.8837890625
368,20250606,10,129.74273681640625
369,20250606,11,100.5
370,20250606,12,201.5500030517578
371,20250606,13,560.1400146484375
372,20250607,8,92641.2734375
373,20250607,9,2216.13671875
374,20250607,10,131.6908416748047
375,20250608,8,92747.28125
376,20250608,9,2201.1591796875
377,20250608,10,133.632568359375
378,20250609,1,9.291999816894531
379,20250609,2,47.654998779296875
380,20250609,3,77.4000015258789
381,20250609,4,20.19499969482422
382,20250609,5,680.4000244140625
383,20250609,6,56.63999938964844
384,20250609,7,1774.5
385,20250609,8,96526.1953125
386,20250609,9,2346.7861328125
387,20250609,10,140.98011779785156
388,20250609,11,100.48999786376953
389,20250609,12,200.3000030517578
390,20250609,13,560.3400268554688
391,20250610,1,9.305000305175781
392,20250610,2,46.875
393,20250610,3,77.2699966430664
394,20250610,4,20.184999465942383
395,20250610,5,684.4000244140625
396,20250610,6,56.625
397,20250610,7,1671.5
398,20250610,8,96398.671875
399,20250610,9,2459.8779296875
400,20250610,10,144.2852783203125
401,20250610,11,100.48999786376953
402,20250610,12,198.9600067138672
403,20250610,13,560.97998046875
404,20250611,1,9.305999755859375
405,20250611,2,47.04999923706055
406,20250611,3,77.55999755859375
407,20250611,4,20.415000915527344
408,20250611,5,690.4000244140625
409,20250611,6,56.47999954223633
410,20250611,7,1720.0
411,20250611,8,94425.53125
412,20250611,9,2409.606201171875
413,20250611,10,139.92324829101562
414,20250611,11,100.49500274658203
415,20250611,12,198.6199951171875
416,20250611,13,561.3599853515625
417,20250612,1,9.218000411987305
418,20250612,2,47.185001373291016
419,20250612,3,76.69999694824219
420,20250612,4,20.045000076293945
421,20250612,5,678.0999755859375
422,20250612,6,56.849998474121094
423,20250612,7,1748.0
424,20250612,8,91251.8359375
425,20250612,9,2284.370361328125
426,20250612,10,131.61959838867188
427,20250612,11,99.5979995727539
428,20250612,12,196.97999572753906
429,20250612,13,555.5599975585938
430,20250613,1,9.177000045776367
431,20250613,2,48.10499954223633
432,20250613,3,76.27999877929688
433,20250613,4,19.809999465942383
434,20250613,5,665.2000122070312
435,20250613,6,57.470001220703125
436,20250613,7,1795.5
437,20250613,8,91857.59375
438,20250613,9,2233.4169921875
439,20250613,10,128.68807983398438
440,20250613,11,99.21199798583984
441,20250613,12,194.97999572753906
442,20250613,13,553.9199829101562
443,20250614,8,91322.015625
444,20250614,9,2193.55224609375
445,20250614,10,125.34194946289062
446,20250615,8,91390.953125
447,20250615,9,2205.1484375
448,20250615,10,132.31251525878906
449,20250616,1,9.215999603271484
450,20250616,2,48.099998474121094
451,20250616,3,76.80999755859375
452,20250616,4,19.972000122070312
453,20250616,5,670.5999755859375
454,20250616,6,57.095001220703125
455,20250616,7,1760.0
456,20250616,8,92432.2734375
457,20250616,9,2198.885986328125
458,20250616,10,130.57752990722656
459,20250616,11,99.5979995727539
460,20250616,12,196.3800048828125
461,20250616,13,555.9400024414062
462,20250617,1,9.20300006866455
463,20250617,2,48.165000915527344
464,20250617,3,76.81999969482422
465,20250617,4,20.040000915527344
466,20250617,5,666.4000244140625
467,20250617,6,56.9900016784668
468,20250617,7,1728.5
469,20250617,8,91100.875
470,20250617,9,2186.712646484375
471,20250617,10,128.6806182861328
472,20250617,11,99.4020004272461
473,20250617,12,194.24000549316406
474,20250617,13,555.8400268554688
475,20250618,1,9.192000389099121
476,20250618,2,48.02000045776367
477,20250618,3,76.7699966430664
478,20250618,4,19.983999252319336
479,20250618,5,665.0
480,20250618,6,57.1349983215332
481,20250618,7,1741.0
482,20250618,8,91393.3359375
483,20250618,9,2199.62841796875
484,20250618,10,127.5293197631836
485,20250618,11,99.33599853515625
486,20250618,12,193.3000030517578
487,20250618,13,555.5999755859375
488,20250619,1,9.12399959564209
489,20250619,2,47.57500076293945
490,20250619,3,75.91000366210938
491,20250619,4,19.75
492,20250619,5,656.2000122070312
493,20250619,6,57.04999923706055
494,20250619,7,1721.0
495,20250619,8,90937.1484375
496,20250619,9,2190.510009765625
497,20250619,10,127.75804138183594
498,20250619,11,98.53600311279297
499,20250619,12,191.0399932861328
500,20250619,13,550.8400268554688
501,20250620,1,9.142999649047852
502,20250620,2,47.80500030517578
503,20250620,3,76.29000091552734
504,20250620,4,19.82200050354004
505,20250620,5,650.2999877929688
506,20250620,6,56.775001525878906
507,20250620,7,1757.5
508,20250620,8,89639.2421875
509,20250620,9,2088.759521484375
510,20250620,10,121.62088775634766
511,20250620,11,98.8479995727539
512,20250620,12,193.60000610351562
513,20250620,13,553.4199829101562
514,20250621,8,88730.4921875
515,20250621,9,1996.17919921875
516,20250621,10,117.28150177001953
517,20250622,8,87815.1875
518,20250622,9,1937.5828857421875
519,20250622,10,114.44879913330078
520,20250623,1,9.125
521,20250623,2,47.51499938964844
522,20250623,3,76.26000213623047
523,20250623,4,19.829999923706055
524,20250623,5,668.5
525,20250623,6,56.994998931884766
526,20250623,7,1740.0
527,20250623,8,91030.7421875
528,20250623,9,2088.1337890625
529,20250623,10,124.88902282714844
530,20250623,11,98.6240005493164
531,20250623,12,192.89999389648438
532,20250623,13,552.760009765625
533,20250624,1,9.22700023651123
534,20250624,2,46.415000915527344
535,20250624,3,77.25
536,20250624,4,20.170000076293945
537,20250624,5,691.2000122070312
538,20250624,6,55.38999938964844
539,20250624,7,1686.0
540,20250624,8,91320.984375
541,20250624,9,2108.097900390625
542,20250624,10,125.6884536743164
543,20250624,11,99.55599975585938
544,20250624,12,196.02000427246094
545,20250624,13,558.02001953125
546,20250625,1,9.22599983215332
547,20250625,2,47.18000030517578
548,20250625,3,77.54000091552734
549,20250625,4,20.2549991607666
550,20250625,5,695.0
551,20250625,6,55.55500030517578
552,20250625,7,1738.0
553,20250625,8,91888.890625
554,20250625,9,2070.6513671875
555,20250625,10,122.82389068603516
556,20250625,11,99.43800354003906
557,20250625,12,194.77999877929688
558,20250625,13,558.6799926757812
559,20250626,1,9.237000465393066
560,20250626,2,48.2599983215332
561,20250626,3,77.5
562,20250626,4,20.454999923706055
563,20250626,5,677.9000244140625
564,20250626,6,55.130001068115234
565,20250626,7,1864.5
566,20250626,8,91468.6640625
567,20250626,9,2066.208984375
568,20250626,10,118.91939544677734
569,20250626,11,99.54000091552734
570,20250626,12,196.02000427246094
571,20250626,13,558.3599853515625
572,20250627,1,9.295999526977539
573,20250627,2,47.84000015258789
574,20250627,3,78.12999725341797
575,20250627,4,20.59000015258789
576,20250627,5,682.9000244140625
577,20250627,6,54.27000045776367
578,20250627,7,1751.0
579,20250627,8,91367.8515625
580,20250627,9,2068.043212890625
581,20250627,10,121.31776428222656
582,20250627,11,100.375
583,20250627,12,199.24000549316406
584,20250627,13,562.47998046875
585,20250628,8,91572.0
586,20250628,9,2079.341796875
587,20250628,10,128.6860809326172
588,20250629,8,92424.7109375
589,20250629,9,2132.668701171875
590,20250629,10,130.7703094482422
591,20250630,1,9.277999877929688
592,20250630,2,48.1349983215332
593,20250630,3,78.0
594,20250630,4,20.584999084472656
595,20250630,5,680.0999755859375
596,20250630,6,54.40999984741211
597,20250630,7,1797.0
598,20250630,8,90897.3671875
599,20250630,9,2109.603271484375
600,20250630,10,131.28285217285156
601,20250630,11,100.15499877929688
602,20250630,12,198.27999877929688
603,20250630,13,561.6400146484375
604,20250701,1,9.27400016784668
605,20250701,2,46.81999969482422
606,20250701,3,77.37999725341797
607,20250701,4,20.165000915527344
608,20250701,5,668.2000122070312
609,20250701,6,55.095001220703125
610,20250701,7,1702.5
611,20250701,8,89534.8984375
612,20250701,9,2037.8990478515625
613,20250701,10,124.45861053466797
614,20250701,11,99.96600341796875
615,20250701,12,196.22000122070312
616,20250701,13,561.0
617,20250702,1,9.295000076293945
618,20250702,2,46.724998474121094
619,20250702,3,77.83999633789062
620,20250702,4,20.31999969482422
621,20250702,5,677.7000122070312
622,20250702,6,55.10499954223633
623,20250702,7,1729.5
624,20250702,8,92266.2265625
625,20250702,9,2179.39453125
626,20250702,10,129.02403259277344
627,20250702,11,100.23999786376953
628,20250702,12,197.16000366210938
629,20250702,13,562.5
630,20250703,1,9.399999618530273
631,20250703,2,47.400001525878906
632,20250703,3,78.83999633789062
633,20250703,4,20.739999771118164
634,20250703,5,676.9000244140625
635,20250703,6,54.959999084472656
636,20250703,7,1698.5
637,20250703,8,93161.96875
638,20250703,9,2201.43896484375
639,20250703,10,129.48756408691406
640,20250703,11,101.2300033569336
641,20250703,12,198.36000061035156
642,20250703,13,569.1799926757812
643,20250704,1,9.322999954223633
644,20250704,2,46.935001373291016
645,20250704,3,78.23999786376953
646,20250704,4,20.489999771118164
647,20250704,5,659.5
648,20250704,6,54.94499969482422
649,20250704,7,1755.0
650,20250704,8,91720.2890625
651,20250704,9,2129.7119140625
652,20250704,10,125.45014953613281
653,20250704,11,100.55999755859375
654,20250704,12,197.1999969482422
655,20250704,13,565.0599975585938
656,20250705,8,91887.40625
657,20250705,9,2137.150634765625
658,20250705,10,125.3464126586914
659,20250706,8,92723.5
660,20250706,9,2182.6376953125
661,20250706,10,128.919921875
662,20250707,1,9.350000381469727
663,20250707,2,47.72999954223633
664,20250707,3,78.5
665,20250707,4,20.475000381469727
666,20250707,5,671.5999755859375
667,20250707,6,54.97999954223633
668,20250707,7,1803.0
669,20250707,8,92275.5859375
670,20250707,9,2166.743896484375
671,20250707,10,126.84489440917969
672,20250707,11,100.88500213623047
673,20250707,12,199.4199981689453
674,20250707,13,567.1799926757812
675,20250708,1,9.357000350952148
676,20250708,2,47.595001220703125
677,20250708,3,78.56999969482422
678,20250708,4,20.520000457763672
679,20250708,5,678.7000122070312
680,20250708,6,54.67499923706055
681,20250708,7,1830.0
682,20250708,8,92931.3203125
683,20250708,9,2230.947998046875
684,20250708,10,129.48971557617188
685,20250708,11,100.91500091552734
686,20250708,12,200.6999969482422
687,20250708,13,567.0800170898438
688,20250709,1,9.37399959564209
689,20250709,2,47.994998931884766
690,20250709,3,78.94000244140625
691,20250709,4,20.594999313354492
692,20250709,5,679.7999877929688
693,20250709,6,54.8849983215332
694,20250709,7,1860.5
695,20250709,8,94822.609375
696,20250709,9,2360.015380859375
697,20250709,10,133.96484375
698,20250709,11,101.25
699,20250709,12,203.5
700,20250709,13,568.7999877929688
701,20250710,1,9.437000274658203
702,20250710,2,48.095001220703125
703,20250710,3,79.25
704,20250710,4,20.649999618530273
705,20250710,5,690.2000122070312
706,20250710,6,55.22999954223633
707,20250710,7,1845.5
708,20250710,8,99117.328125
709,20250710,9,2525.07470703125
710,20250710,10,140.20050048828125
711,20250710,11,101.9800033569336
712,20250710,12,202.6999969482422
713,20250710,13,573.5399780273438
714,20250711,1,9.392000198364258
715,20250711,2,48.029998779296875
716,20250711,3,78.95999908447266
717,20250711,4,20.405000686645508
718,20250711,5,683.7999877929688
719,20250711,6,55.84000015258789
720,20250711,7,1840.0
721,20250711,8,100535.7890625
722,20250711,9,2530.4716796875
723,20250711,10,139.34674072265625
724,20250711,11,101.33499908447266
725,20250711,12,201.0500030517578
726,20250711,13,570.6599731445312
727,20250712,8,100465.8359375
728,20250712,9,2517.660888671875
729,20250712,10,137.46588134765625
730,20250713,8,101941.6015625
731,20250713,9,2544.651123046875
732,20250713,10,137.95257568359375
733,20250714,1,9.39900016784668
734,20250714,2,48.73500061035156
735,20250714,3,79.12000274658203
736,20250714,4,20.3700008392334
737,20250714,5,686.9000244140625
738,20250714,6,55.63999938964844
739,20250714,7,1880.0
740,20250714,8,102739.2421875
741,20250714,9,2583.146728515625
742,20250714,10,139.10784912109375
743,20250714,11,101.4749984741211
744,20250714,12,200.1999969482422
745,20250714,13,571.260009765625
746,20250715,1,9.46399974822998
747,20250715,2,48.63999938964844
748,20250715,3,80.27999877929688
749,20250715,4,20.690000534057617
750,20250715,5,705.5999755859375
751,20250715,6,55.71500015258789
752,20250715,7,1828.0
753,20250715,8,101463.3984375
754,20250715,9,2704.970947265625
755,20250715,10,141.2410125732422
756,20250715,11,102.02999877929688
757,20250715,12,199.3800048828125
758,20250715,13,576.1400146484375
759,20250716,1,9.329999923706055
760,20250716,2,47.96500015258789
761,20250716,3,78.6500015258789
762,20250716,4,20.209999084472656
763,20250716,5,626.2999877929688
764,20250716,6,55.959999084472656
765,20250716,7,1817.0
766,20250716,8,102048.3828125
767,20250716,9,2897.60107421875
768,20250716,10,149.2916717529297
769,20250716,11,100.48500061035156
770,20250716,12,198.89999389648438
771,20250716,13,566.1599731445312
772,20250717,1,9.515000343322754
773,20250717,2,49.4900016784668
774,20250717,3,80.6500015258789
775,20250717,4,20.9950008392334
776,20250717,5,650.5
777,20250717,6,55.88999938964844
778,20250717,7,1841.0
779,20250717,8,102701.28125
780,20250717,9,2993.29931640625
781,20250717,10,151.34707641601562
782,20250717,11,102.55500030517578
783,20250717,12,202.0
784,20250717,13,578.719970703125
785,20250718,1,9.491999626159668
786,20250718,2,49.92499923706055
787,20250718,3,80.26000213623047
788,20250718,4,20.96500015258789
789,20250718,5,633.2999877929688
790,20250718,6,55.88999938964844
791,20250718,7,1835.5
792,20250718,8,101476.875
793,20250718,9,3051.9765625
794,20250718,10,152.5396270751953
795,20250718,11,102.20999908447266
796,20250718,12,201.3000030517578
797,20250718,13,576.47998046875
798,20250719,8,101422.484375
799,20250719,9,3091.755615234375
800,20250719,10,152.27145385742188
801,20250720,8,100863.546875
802,20250720,9,3232.660400390625
803,20250720,10,156.10617065429688
804,20250721,1,9.479000091552734
805,20250721,2,49.85499954223633
806,20250721,3,80.47000122070312
807,20250721,4,21.114999771118164
808,20250721,5,624.0
809,20250721,6,56.3650016784668
810,20250721,7,1815.0
811,20250721,8,100418.5546875
812,20250721,9,3217.930908203125
813,20250721,10,167.58802795410156
814,20250721,11,102.30999755859375
815,20250721,12,201.3000030517578
816,20250721,13,577.1400146484375
817,20250722,1,9.413000106811523
818,20250722,2,48.900001525878906
819,20250722,3,79.66999816894531
820,20250722,4,20.809999465942383
821,20250722,5,602.4000244140625
822,20250722,6,56.67499923706055
823,20250722,7,1754.0
824,20250722,8,102228.65625
825,20250722,9,3194.03955078125
826,20250722,10,175.24411010742188
827,20250722,11,101.62000274658203
828,20250722,12,199.25999450683594
829,20250722,13,572.3400268554688
830,20250723,1,9.50100040435791
831,20250723,2,49.380001068115234
832,20250723,3,79.70999908447266
833,20250723,4,20.90999984741211
834,20250723,5,607.0
835,20250723,6,56.52000045776367
836,20250723,7,1777.0
837,20250723,8,100867.609375
838,20250723,9,3082.983154296875
839,20250723,10,160.99322509765625
840,20250723,11,102.51000213623047
841,20250723,12,200.8000030517578
842,20250723,13,575.8400268554688
843,20250724,1,9.515999794006348
844,20250724,2,49.45000076293945
845,20250724,3,79.98999786376953
846,20250724,4,20.899999618530273
847,20250724,5,615.5999755859375
848,20250724,6,55.66999816894531
849,20250724,7,1745.5
850,20250724,8,100697.7890625
851,20250724,9,3154.46728515625
852,20250724,10,155.3462677001953
853,20250724,11,102.7300033569336
854,20250724,12,201.3000030517578
855,20250724,13,577.6599731445312
856,20250725,1,9.541000366210938
857,20250725,2,49.69499969482422
858,20250725,3,80.41000366210938
859,20250725,4,21.094999313354492
860,20250725,5,605.0999755859375
861,20250725,6,55.150001525878906
862,20250725,7,1734.0
863,20250725,8,100145.421875
864,20250725,9,3173.085693359375
865,20250725,10,159.00869750976562
866,20250725,11,102.94499969482422
867,20250725,12,200.64999389648438
868,20250725,13,580.0800170898438
869,20250726,8,100410.6015625
870,20250726,9,3185.114013671875
871,20250726,10,157.4203338623047
872,20250727,8,101609.9296875
873,20250727,9,3296.51318359375
874,20250727,10,160.54783630371094
875,20250728,1,9.612000465393066
876,20250728,2,49.23500061035156
877,20250728,3,81.45999908447266
878,20250728,4,21.454999923706055
879,20250728,5,628.2000122070312
880,20250728,6,55.42499923706055
881,20250728,7,1677.0
882,20250728,8,101689.21875
883,20250728,9,3265.991943359375
884,20250728,10,157.41015625
885,20250728,11,103.82499694824219
886,20250728,12,198.5800018310547
887,20250728,13,586.9000244140625
888,20250729,1,9.649999618530273
889,20250729,2,50.2599983215332
890,20250729,3,82.05000305175781
891,20250729,4,21.415000915527344
892,20250729,5,622.5
893,20250729,6,55.974998474121094
894,20250729,7,1735.0
895,20250729,8,102088.03125
896,20250729,9,3284.0849609375
897,20250729,10,156.986328125
898,20250729,11,104.25499725341797
899,20250729,12,200.64999389648438
900,20250729,13,589.4400024414062
901,20250730,1,9.701000213623047
902,20250730,2,50.279998779296875
903,20250730,3,82.52999877929688
