PerformanceKey,DateKey,StrategyKey,Invested,PortfolioValue,ProfitLoss,ReturnPct
57,20250904,5,500.0,499.2889815267127,-0.7110184732873108,-0.14220369465746216
58,20251006,5,600.0,612.0945222000381,12.094522200038114,2.015753700006352
59,20251104,5,700.0,701.3347427763658,1.3347427763658288,0.1906775394808327
60,20251204,5,800.0,799.2138030702183,-0.7861969297816813,-0.09827461622271016
61,20260105,5,900.0,931.7399580472671,31.739958047267123,3.5266620052519024
62,20260204,5,1000.0,1022.6873475986795,22.68734759867948,2.268734759867948
63,20260304,5,1100.0,1104.6266138085914,4.626613808591401,0.420601255326491
64,20260407,5,1200.0,1145.7683668837178,-54.23163311628218,-4.519302759690182
65,20260504,5,1300.0,1297.381691422928,-2.618308577071957,-0.20140835208245825
96,20260529,5,1300.0,1356.5143149771611,56.51431497716112,4.347254998243163
66,20250505,6,100.0,100.0,0.0,0.0
67,20250604,6,200.0,204.86144776344605,4.861447763446051,2.4307238817230257
68,20250704,6,300.0,307.5278087242045,7.527808724204476,2.5092695747348253
69,20250804,6,400.0,416.8560768180509,16.856076818050894,4.214019204512724
70,20250904,6,500.0,525.1903446619458,25.1903446619458,5.03806893238916
71,20251006,6,600.0,644.1518187333048,44.15181873330482,7.358636455550803
72,20251104,6,700.0,762.6823336142824,62.682333614282356,8.954619087754622
73,20251204,6,800.0,857.7904120559363,57.79041205593626,7.223801506992032
74,20260105,6,900.0,962.2094679513168,62.20946795131681,6.912163105701868
75,20260204,6,1000.0,1053.807549839957,53.80754983995689,5.380754983995689
76,20260304,6,1100.0,1165.242948645554,65.24294864555395,5.931177149595814
77,20260407,6,1200.0,1219.6589086510405,19.65890865104052,1.63824238758671
78,20260504,6,1300.0,1425.4217906723798,125.42179067237976,9.64783005172152
97,20260529,6,1300.0,1506.14919059044,206.14919059043996,15.857630045418459
79,20250505,7,100.0,100.0,0.0,0.0
80,20250604,7,200.0,200.79964499851638,0.7996449985163849,0.39982249925819247
81,20250704,7,300.0,292.3622442894384,-7.637755710561578,-2.545918570187193
82,20250804,7,400.0,401.51436768298373,1.5143676829837318,0.37859192074593295
83,20250904,7,500.0,519.122475556211,19.122475556211043,3.8244951112422085
84,20251006,7,600.0,675.1596358247781,75.15963582477809,12.526605970796348
85,20251104,7,700.0,791.4887324121929,91.48873241219292,13.06981891602756
86,20251204,7,800.0,927.6906106531168,127.69061065311678,15.961326331639597
87,20260105,7,900.0,1073.1565000504384,173.15650005043835,19.239611116715373
88,20260204,7,1000.0,1280.1369871035247,280.1369871035247,28.013698710352468
89,20260304,7,1100.0,1459.3451993224526,359.3451993224526,32.66774539295023
90,20260407,7,1200.0,1423.2210509553706,223.22105095537063,18.601754246280887
91,20260504,7,1300.0,1473.2002366264203,173.2002366264203,13.323095125109251
98,20260529,7,1300.0,1489.6517493047425,189.65174930474245,14.588596100364803
